,Name,Year,Salaries,Rank
23434,Joe Alexander,2012,NA,1186
23435,DJ Augustin,2012,3236470,202
23436,Brook Lopez,2012,3076983,205
23437,Jerryd Bayless,2012,3042280,208
23438,Jason Thompson,2012,3001284,210
23439,Brandon Rush,2012,2956658,216
23440,Anthony Randolph,2012,2911231,217
23441,Goran Dragic,2012,2108000,261
23442,Robin Lopez,2012,2862602,218
23443,Hamed Haddadi,2012,1300000,320
23444,Marreese Speights,2012,2721255,223
23445,Roy Hibbert,2012,2588590,227
23446,JaVale McGee,2012,2462400,238
23447,JJ Hickson,2012,2354537,245
23448,Alexis Ajinca,2012,NA,1187
23449,Roko Ukic,2012,NA,1188
23450,Ryan Anderson,2012,2244601,251
23451,Courtney Lee,2012,2225093,253
23452,Kosta Koufos,2012,2203792,254
23453,Rudy Fernandez,2012,2180443,255
23454,Nicolas Batum,2012,2155365,257
23455,George Hill,2012,2086360,262
23456,Darrell Arthur,2012,2027119,265
23457,Donte Greene,2012,2015896,267
23458,DJ White,2012,2001167,268
23459,JR Giddens,2012,NA,1189
23460,Joey Dorsey,2012,NA,1190
23461,Kyle Weaver,2012,NA,1191
23462,Luc Mbah a Moute,2012,5000000,136
23463,Will Bynum,2012,3250000,199
23464,Mario Chalmers,2012,4000000,167
23465,DeAndre Jordan,2012,10079404,57
23466,Henry Walker,2012,885120,376
23467,Mike Taylor,2012,NA,1192
23468,Darnell Jackson,2012,NA,1193
23469,Chris Douglas-Roberts,2012,NA,1194
23470,Othello Hunter,2012,NA,1195
23471,Sean Singletary,2012,NA,1196
23472,Sonny Weems,2012,NA,1197
23473,Walter Sharpe,2012,NA,1198
23474,Anthony Morrow,2012,4000000,167
23475,Sun Yue,2012,NA,1199
23476,Bobby Brown,2012,NA,1200
23477,Nathan Jawai,2012,NA,1201
23478,Rob Kurz,2012,NA,1202
23479,Malik Hairston,2012,NA,1203
23480,Jawad Williams,2012,NA,1204
23481,Anthony Tolliver,2012,2050000,264
23482,Cartier Martin,2012,NA,1205
23483,Trey Johnson,2012,NA,1206
23484,DeMarcus Nelson,2012,NA,1207
23485,Steven Hill,2012,NA,1208
23486,Blake Ahearn,2012,NA,1209
23487,Richard Hendrix,2012,NA,1210
23488,Blake Griffin,2012,5731080,119
23489,Hasheem Thabeet,2012,5127720,132
23490,James Harden,2012,4604760,146
23491,Tyreke Evans,2012,4151640,160
23492,Jonny Flynn,2012,3414720,189
23493,Stephen Curry,2012,3117120,204
23494,Jordan Hill,2012,2855760,219
23495,David Andersen,2012,NA,1211
23496,DeMar DeRozan,2012,2625000,226
23497,Brandon Jennings,2012,2493720,236
23498,Terrence Williams,2012,2369040,243
23499,Gerald Henderson,2012,2250600,247
23500,Tyler Hansbrough,2012,2138040,259
23501,Earl Clark,2012,1160000,342
23502,Austin Daye,2012,1929600,272
23503,James Johnson,2012,1833120,277
23504,Jrue Holiday,2012,1741440,280
23505,Ty Lawson,2012,1654440,284
23506,Jeff Teague,2012,1579920,287
23507,Eric Maynor,2012,1516680,291
23508,Darren Collison,2012,1455960,299
23509,Omri Casspi,2012,1341960,317
23510,Serge Ibaka,2012,1288200,322
23511,BJ Mullens,2012,1288200,322
23512,Rodrigue Beaubois,2012,1236720,326
23513,Taj Gibson,2012,1195680,340
23514,DeMarre Carroll,2012,833713,388
23515,Wayne Ellington,2012,1154040,344
23516,Toney Douglas,2012,1145640,350
23517,Louis Amundson,2012,2403000,241
23518,DeJuan Blair,2012,986000,370
23519,Sam Young,2012,947800,371
23520,Jermaine Taylor,2012,NA,1212
23521,Jodie Meeks,2012,854389,381
23522,Chris Hunter,2012,NA,1213
23523,Marcus Thornton,2012,7000000,94
23524,Marcus Landry,2012,NA,1214
23525,Derrick Brown,2012,854389,381
23526,Danny Green,2012,854389,381
23527,Jonas Jerebko,2012,4500000,149
23528,DaJuan Summers,2012,303137,441
23529,Chase Budinger,2012,854389,381
23530,AJ Price,2012,854389,381
23531,Taylor Griffin,2012,NA,1215
23532,Dante Cunningham,2012,2000000,269
23533,Jeff Ayres,2012,1500000,294
23534,Patrick Mills,2012,NA,1216
23535,Jon Brockman,2012,1000000,364
23536,Wesley Matthews,2012,6135160,115
23537,Lester Hudson,2012,NA,1217
23538,Sundiata Gaines,2012,854389,381
23539,Garrett Temple,2012,NA,1218
23540,Antonio Anderson,2012,NA,1219
23541,Mike Harris,2012,NA,1220
23542,Cedric Jackson,2012,NA,1221
23543,John Wall,2012,5530080,123
23544,Evan Turner,2012,4947840,139
23545,Derrick Favors,2012,4443360,150
23546,Nikola Pekovic,2012,4503600,148
23547,Wesley Johnson,2012,4006080,164
23548,Timofey Mozgov,2012,3343896,193
23549,Tiago Splitter,2012,3672000,181
23550,DeMarcus Cousins,2012,3627720,182
23551,Ekpe Udoh,2012,3294960,197
23552,Greg Monroe,2012,3007920,209
23553,Al-Farouq Aminu,2012,2755560,221
23554,Gordon Hayward,2012,2532960,230
23555,Paul George,2012,2406240,240
23556,Cole Aldrich,2012,2286000,246
23557,Xavier Henry,2012,2171640,256
23558,Ed Davis,2012,2063040,263
23559,Patrick Patterson,2012,1959960,271
23560,Larry Sanders,2012,1861920,275
23561,Omer Asik,2012,1857500,276
23562,Luke Babbitt,2012,1768800,279
23563,Kevin Seraphin,2012,1680360,282
23564,Eric Bledsoe,2012,1596360,286
23565,Avery Bradley,2012,1524480,290
23566,James Anderson,2012,1463520,298
23567,Craig Brackins,2012,1404960,301
23568,Elliot Williams,2012,1348800,316
23569,Trevor Booker,2012,1294920,321
23570,Damion James,2012,1243080,325
23571,Dominique Jones,2012,1193280,341
23572,Quincy Pondexter,2012,1153800,345
23573,Jordan Crawford,2012,1120440,352
23574,Greivis Vasquez,2012,1113600,353
23575,Daniel Orton,2012,1105560,355
23576,Christian Eyenga,2012,1097520,356
23577,Lazar Hayward,2012,1097520,356
23578,Solomon Alabi,2012,830000,389
23579,Reggie Williams,2012,2500000,233
23580,Lance Stephenson,2012,810000,391
23581,Hassan Whiteside,2012,762195,400
23582,Alonzo Gee,2012,854389,381
23583,Andy Rautins,2012,788872,392
23584,Gary Neal,2012,762195,400
23585,Samardo Samuels,2012,762195,400
23586,Willie Warren,2012,NA,1222
23587,Gani Lawal,2012,NA,1223
23588,Garret Siler,2012,51097,462
23589,Pape Sy,2012,NA,1224
23590,Ben Uzoh,2012,61433,460
23591,Sherron Collins,2012,NA,1225
23592,Semih Erden,2012,762195,400
23593,Luke Harangody,2012,762195,400
23594,Manny Harris,2012,122942,454
23595,Gary Forbes,2012,1500000,294
23596,Terrico White,2012,NA,1226
23597,Jeremy Lin,2012,762195,400
23598,Devin Ebanks,2012,762195,400
23599,Derrick Caracter,2012,270427,445
23600,Ishmael Smith,2012,639254,408
23601,Patrick Beverley,2012,NA,1227
23602,Dexter Pittman,2012,762195,400
23603,Da'Sean Butler,2012,NA,1228
23604,Landry Fields,2012,762195,400
23605,Armon Johnson,2012,762195,400
23606,Pooh Jeter,2012,NA,1229
23607,Jeremy Evans,2012,762195,400
23608,Hamady N'Diaye,2012,270427,445
23609,Jeff Adrien,2012,270427,445
23610,Zabian Dowdell,2012,NA,1230
23611,Chris Johnson,2012,762195,400
23612,Darington Hobson,2012,245884,448
23613,Mustafa Shakur,2012,NA,1231
23614,Matt Janning,2012,NA,1232
23615,Larry Owens,2012,86052,457
23616,Kyrie Irving,2012,5144280,131
23617,Derrick Williams,2012,4602720,147
23618,Enes Kanter,2012,4133280,161
23619,Tristan Thompson,2012,3726600,177
23620,Ricky Rubio,2012,3480120,188
23621,Jan Vesely,2012,3065040,206
23622,Bismack Biyombo,2012,2798040,220
23623,Brandon Knight,2012,2563320,228
23624,Kemba Walker,2012,2356320,244
23625,Jimmer Fredette,2012,2238360,252
23626,Klay Thompson,2012,2126520,260
23627,Alec Burks,2012,2020200,266
23628,Markieff Morris,2012,1919160,273
23629,Marcus Morris,2012,1823280,278
23630,Kawhi Leonard,2012,1731960,281
23631,Nikola Vucevic,2012,1645400,285
23632,Gustavo Ayon,2012,1567500,288
23633,Iman Shumpert,2012,1563120,289
23634,Chris Singleton,2012,1485000,297
23635,Tobias Harris,2012,1418160,300
23636,Nolan Smith,2012,1306920,319
23637,Kenneth Faried,2012,1254720,324
23638,Reggie Jackson,2012,1156320,343
23639,MarShon Brooks,2012,1110120,354
23640,Jordan Hamilton,2012,1073286,358
23641,JaJuan Johnson,2012,1042320,360
23642,Norris Cole,2012,1035960,361
23643,Cory Joseph,2012,1028400,362
23644,Jimmy Butler,2012,1020960,363
23645,Jeremy Pargo,2012,1000000,364
23646,Chandler Parsons,2012,850000,386
23647,Tyler Honeycutt,2012,775000,393
23648,Greg Stiemsma,2012,762195,400
23649,Jeremy Tyler,2012,650000,407
23650,Josh Selby,2012,550000,410
23651,Malcolm Lee,2012,500000,412
23652,Ryan Reid,2012,475000,413
23653,Ivan Johnson,2012,473604,424
23654,E'Twaun Moore,2012,473604,424
23655,Jordan Williams,2012,473604,424
23656,Cory Higgins,2012,473604,424
23657,Julyan Stone,2012,473604,424
23658,Vernon Macklin,2012,473604,424
23659,Charles Jenkins,2012,473604,424
23660,Chris Wright,2012,473604,424
23661,Travis Leslie,2012,473604,424
23662,Trey Thompkins,2012,473604,424
23663,Darius Morris,2012,473604,424
23664,Andrew Goudelock,2012,473604,424
23665,Terrel Harris,2012,473604,424
23666,Jon Leuer,2012,473604,424
23667,Josh Harrellson,2012,473604,424
23668,Jerome Jordan,2012,473604,424
23669,Justin Harper,2012,473604,424
23670,DeAndre Liggins,2012,473604,424
23671,Lavoy Allen,2012,473604,424
23672,Isaiah Thomas,2012,473604,424
23673,Shelvin Mack,2012,473604,424
23674,Walker Russell,2012,374289,437
23675,Lance Thomas,2012,328444,438
23676,Greg Smith,2012,301733,442
23677,Mickell Gladness,2012,248263,447
23678,Jeff Foote,2012,225341,449
23679,Donald Sloan,2012,198629,450
23680,Mychel Thompson,2012,168035,452
23681,Carldell Johnson,2012,168035,452
23682,Malcolm Thomas,2012,103104,455
23683,Dennis Horner,2012,91642,456
23684,Courtney Fortson,2012,42009,463
23685,Anthony Davis,2012,NA,1233
23686,Michael Kidd-Gilchrist,2012,NA,1234
23687,Bradley Beal,2012,NA,1235
23688,Dion Waiters,2012,NA,1236
23689,Thomas Robinson,2012,NA,1237
23690,Jonas Valanciunas,2012,NA,1238
23691,Mirza Teletovic,2012,NA,1239
23692,Damian Lillard,2012,NA,1240
23693,Alexey Shved,2012,NA,1241
23694,Joel Freeland,2012,NA,1242
23695,Harrison Barnes,2012,NA,1243
23696,Terrence Ross,2012,NA,1244
23697,Andre Drummond,2012,NA,1245
23698,Austin Rivers,2012,NA,1246
23699,Meyers Leonard,2012,NA,1247
23700,Jeremy Lamb,2012,NA,1248
23701,Kendall Marshall,2012,NA,1249
23702,John Henson,2012,NA,1250
23703,Moe Harkless,2012,NA,1251
23704,Royce White,2012,NA,1252
23705,Tyler Zeller,2012,NA,1253
23706,Vyacheslav Kravtsov,2012,NA,1254
23707,Terrence Jones,2012,NA,1255
23708,Andrew Nicholson,2012,NA,1256
23709,Nando De Colo,2012,NA,1257
23710,Evan Fournier,2012,NA,1258
23711,Donatas Motiejunas,2012,NA,1259
23712,Jared Sullinger,2012,NA,1260
23713,Fab Melo,2012,NA,1261
23714,Victor Claver,2012,NA,1262
23715,John Jenkins,2012,NA,1263
23716,Jared Cunningham,2012,NA,1264
23717,Tony Wroten,2012,NA,1265
23718,Miles Plumlee,2012,NA,1266
23719,Arnett Moultrie,2012,NA,1267
23720,Perry Jones,2012,NA,1268
23721,Festus Ezeli,2012,NA,1269
23722,Kyle Singler,2012,NA,1270
23723,Marquis Teague,2012,NA,1271
23724,Draymond Green,2012,NA,1272
23725,Kyle O'Quinn,2012,NA,1273
23726,Quincy Acy,2012,NA,1274
23727,Doron Lamb,2012,NA,1275
23728,Jae Crowder,2012,NA,1276
23729,Jeffery Taylor,2012,NA,1277
23730,Orlando Johnson,2012,NA,1278
23731,Will Barton,2012,NA,1279
23732,Mike Scott,2012,NA,1280
23733,Tyshawn Taylor,2012,NA,1281
23734,Tornike Shengelia,2012,NA,1282
23735,Bernard James,2012,NA,1283
23736,Quincy Miller,2012,NA,1284
23737,Kim English,2012,NA,1285
23738,Khris Middleton,2012,NA,1286
23739,Kent Bazemore,2012,NA,1287
23740,Ben Hansbrough,2012,NA,1288
23741,Robert Sacre,2012,NA,1289
23742,Brian Roberts,2012,NA,1290
23743,Darius Miller,2012,NA,1291
23744,Chris Copeland,2012,NA,1292
23745,Pablo Prigioni,2012,NA,1293
23746,DeQuan Jones,2012,NA,1294
23747,Diante Garrett,2012,NA,1295
23748,Luke Zeller,2012,NA,1296
23749,Kevin Murphy,2012,NA,1297
23750,Kevin Jones,2012,NA,1298
23751,Maalik Wayns,2012,NA,1299
23752,Jarvis Varnado,2012,NA,1300
23753,Micheal Eric,2012,NA,1301
23754,Aron Baynes,2012,NA,1302
23755,Dionte Christmas,2012,NA,1303
23756,Kris Joseph,2012,NA,1304
23757,Scott Machado,2012,NA,1305
23758,Darius Johnson-Odom,2012,NA,1306
23759,Tim Ohlbrecht,2012,NA,1307
23760,Justin Holiday,2012,NA,1308
23761,Jerel McNeal,2012,NA,1309
23762,Justin Dentmon,2012,NA,1310
23763,Josh Akognon,2012,NA,1311
23764,Henry Sims,2012,NA,1312
23765,Anthony Bennett,2012,NA,1313
23766,Victor Oladipo,2012,NA,1314
23767,Otto Porter,2012,NA,1315
23768,Cody Zeller,2012,NA,1316
23769,Alex Len,2012,NA,1317
23770,Nerlens Noel,2012,NA,1318
23771,Ben McLemore,2012,NA,1319
23772,Kentavious Caldwell-Pope,2012,NA,1320
23773,Trey Burke,2012,NA,1321
23774,CJ McCollum,2012,NA,1322
23775,Michael Carter-Williams,2012,NA,1323
23776,Steven Adams,2012,NA,1324
23777,Vitor Faverani,2012,NA,1325
23778,Kelly Olynyk,2012,NA,1326
23779,Shabazz Muhammad,2012,NA,1327
23780,Giannis Antetokounmpo,2012,NA,1328
23781,Gigi Datome,2012,NA,1329
23782,Dennis Schroeder,2012,NA,1330
23783,Shane Larkin,2012,NA,1331
23784,Sergey Karasev,2012,NA,1332
23785,Tony Snell,2012,NA,1333
23786,Gorgui Dieng,2012,NA,1334
23787,Scotty Hopson,2012,NA,1335
23788,Mason Plumlee,2012,NA,1336
23789,Solomon Hill,2012,NA,1337
23790,Pero Antic,2012,NA,1338
23791,Tim Hardaway Jr,2012,NA,1339
23792,Reggie Bullock,2012,NA,1340
23793,Andre Roberson,2012,NA,1341
23794,Rudy Gobert,2012,NA,1342
23795,Archie Goodwin,2012,NA,1343
23796,Nemanja Nedovic,2012,NA,1344
23797,Allen Crabbe,2012,NA,1345
23798,Dwight Buycks,2012,NA,1346
23799,Isaiah Canaan,2012,NA,1347
23800,Ricky Ledo,2012,NA,1348
23801,Jamaal Franklin,2012,NA,1349
23802,Ray McCallum,2012,NA,1350
23803,Phil Pressey,2012,NA,1351
23804,Matthew Dellavedova,2012,NA,1352
23805,Carrick Felix,2012,NA,1353
23806,Gal Mekel,2012,NA,1354
23807,Tony Mitchell,2012,NA,1355
23808,Peyton Siva,2012,NA,1356
23809,Ognjen Kuzmic,2012,NA,1357
23810,Robert Covington,2012,NA,1358
23811,Ryan Kelly,2012,NA,1359
23812,Nick Calathes,2012,NA,1360
23813,Miroslav Raduljica,2012,NA,1361
23814,Nate Wolters,2012,NA,1362
23815,Robbie Hummel,2012,NA,1363
23816,Jeff Withey,2012,NA,1364
23817,Toure Murry,2012,NA,1365
23818,Brandon Davies,2012,NA,1366
23819,Hollis Thompson,2012,NA,1367
23820,Ian Clark,2012,NA,1368
23821,Glen Rice Jr,2012,NA,1369
23822,Erik Murphy,2012,NA,1370
23823,Christapher Johnson,2012,NA,1371
23824,Dewayne Dedmon,2012,NA,1372
23825,Chris Smith,2012,NA,1373
23826,Mike Muscala,2012,NA,1374
23827,Troy Daniels,2012,NA,1375
23828,James Southerland,2012,NA,1376
23829,Chris Babb,2012,NA,1377
23830,Justin Hamilton,2012,NA,1378
23831,Jorge Gutierrez,2012,NA,1379
23832,Arinze Onuaku,2012,NA,1380
23833,Othyus Jeffers,2012,NA,1381
23834,Elias Harris,2012,NA,1382
23835,Casper Ware,2012,NA,1383
23836,Seth Curry,2012,NA,1384
23837,James Nunnally,2012,NA,1385
23838,Willie Reed,2012,NA,1386
23839,Vander Blue,2012,NA,1387
23840,Shane Edwards,2012,NA,1388
23841,DJ Stephens,2012,NA,1389
23842,Andrew Wiggins,2012,NA,1390
23843,Nikola Mirotic,2012,NA,1391
23844,Jabari Parker,2012,NA,1392
23845,Kostas Papanikolaou,2012,NA,1393
23846,Joel Embiid,2012,NA,1394
23847,Aaron Gordon,2012,NA,1395
23848,Dante Exum,2012,NA,1396
23849,Marcus Smart,2012,NA,1397
23850,Bojan Bogdanovic,2012,NA,1398
23851,Julius Randle,2012,NA,1399
23852,Furkan Aldemir,2012,NA,1400
23853,Nik Stauskas,2012,NA,1401
23854,Noah Vonleh,2012,NA,1402
23855,Elfrid Payton,2012,NA,1403
23856,Doug McDermott,2012,NA,1404
23857,Zach LaVine,2012,NA,1405
23858,TJ Warren,2012,NA,1406
23859,Adreian Payne,2012,NA,1407
23860,Joffrey Lauvergne,2012,NA,1408
23861,Jusuf Nurkic,2012,NA,1409
23862,Lucas Nogueira,2012,NA,1410
23863,Zoran Dragic,2012,NA,1411
23864,James Young,2012,NA,1412
23865,Tyler Ennis,2012,NA,1413
23866,Gary Harris,2012,NA,1414
23867,Bruno Caboclo,2012,NA,1415
23868,Mitch McGary,2012,NA,1416
23869,Jordan Adams,2012,NA,1417
23870,Rodney Hood,2012,NA,1418
23871,Shabazz Napier,2012,NA,1419
23872,Clint Capela,2012,NA,1420
23873,PJ Hairston,2012,NA,1421
23874,CJ Wilcox,2012,NA,1422
23875,Damjan Rudez,2012,NA,1423
23876,Kyle Anderson,2012,NA,1424
23877,Joe Harris,2012,NA,1425
23878,Devyn Marble,2012,NA,1426
23879,Jerami Grant,2012,NA,1427
23880,Damien Inglis,2012,NA,1428
23881,Grant Jerrett,2012,NA,1429
23882,Spencer Dinwiddie,2012,NA,1430
23883,Johnny O'Bryant,2012,NA,1431
23884,Markel Brown,2012,NA,1432
23885,Cory Jefferson,2012,NA,1433
23886,Cameron Bairstow,2012,NA,1434
23887,Dwight Powell,2012,NA,1435
23888,Erick Green,2012,NA,1436
23889,KJ McDaniels,2012,NA,1437
23890,Nick Johnson,2012,NA,1438
23891,Shayne Whittington,2012,NA,1439
23892,Jordan Clarkson,2012,NA,1440
23893,Tarik Black,2012,NA,1441
23894,Jarnell Stokes,2012,NA,1442
23895,Russ Smith,2012,NA,1443
23896,James Ennis,2012,NA,1444
23897,Glenn Robinson III,2012,NA,1445
23898,Patric Young,2012,NA,1446
23899,Cleanthony Early,2012,NA,1447
23900,Travis Wear,2012,NA,1448
23901,JaKarr Sampson,2012,NA,1449
23902,Eric Moreland,2012,NA,1450
23903,Joe Ingles,2012,NA,1451
23904,Lorenzo Brown,2012,NA,1452
23905,Elijah Millsap,2012,NA,1453
23906,Langston Galloway,2012,NA,1454
23907,Tyler Johnson,2012,NA,1455
23908,Andre Dawkins,2012,NA,1456
23909,James Michael McAdoo,2012,NA,1457
23910,JaMychal Green,2012,NA,1458
23911,Alex Kirk,2012,NA,1459
23912,Kalin Lucas,2012,NA,1460
23913,Bryce Cotton,2012,NA,1461
23914,Jack Cooley,2012,NA,1462
23915,Tim Frazier,2012,NA,1463
23916,Will Cherry,2012,NA,1464
23917,Jabari Brown,2012,NA,1465
23918,Drew Gordon,2012,NA,1466
23919,David Stockton,2012,NA,1467
23920,Larry Drew II,2012,NA,1468
23921,Sim Bhullar,2012,NA,1469
23922,Jarell Eddie,2012,NA,1470
23923,Sean Kilpatrick,2012,NA,1471
23924,David Wear,2012,NA,1472
23925,Karl-Anthony Towns,2012,NA,1473
23926,D'Angelo Russell,2012,NA,1474
23927,Jahlil Okafor,2012,NA,1475
23928,Kristaps Porzingis,2012,NA,1476
23929,Nemanja Bjelica,2012,NA,1477
23930,Mario Hezonja,2012,NA,1478
23931,Willie Cauley-Stein,2012,NA,1479
23932,Emmanuel Mudiay,2012,NA,1480
23933,Stanley Johnson,2012,NA,1481
23934,Tibor Pleiss,2012,NA,1482
23935,Frank Kaminsky,2012,NA,1483
23936,Justise Winslow,2012,NA,1484
23937,Myles Turner,2012,NA,1485
23938,Trey Lyles,2012,NA,1486
23939,Devin Booker,2012,NA,1487
23940,Cameron Payne,2012,NA,1488
23941,Kelly Oubre,2012,NA,1489
23942,Terry Rozier,2012,NA,1490
23943,Rashad Vaughn,2012,NA,1491
23944,Sam Dekker,2012,NA,1492
23945,Jerian Grant,2012,NA,1493
23946,Delon Wright,2012,NA,1494
23947,Justin Anderson,2012,NA,1495
23948,Bobby Portis,2012,NA,1496
23949,Rondae Hollis-Jefferson,2012,NA,1497
23950,Nikola Jokic,2012,NA,1498
23951,Tyus Jones,2012,NA,1499
23952,Sasha Kaun,2012,NA,1500
23953,Jarell Martin,2012,NA,1501
23954,Boban Marjanovic,2012,NA,1502
23955,Jordan Mickey,2012,NA,1503
23956,Larry Nance Jr,2012,NA,1504
23957,RJ Hunter,2012,NA,1505
23958,Chris McCullough,2012,NA,1506
23959,Josh Huestis,2012,NA,1507
23960,Kevon Looney,2012,NA,1508
23961,Richaun Holmes,2012,NA,1509
23962,Rakeem Christmas,2012,NA,1510
23963,Joseph Young,2012,NA,1511
23964,Walter Tavares,2012,NA,1512
23965,Montrezl Harrell,2012,NA,1513
23966,Raul Neto,2012,NA,1514
23967,Pierre Jackson,2012,NA,1515
23968,Norman Powell,2012,NA,1516
23969,Pat Connaughton,2012,NA,1517
23970,Darrun Hilliard,2012,NA,1518
23971,Lamar Patterson,2012,NA,1519
23972,Aaron Harrison,2012,NA,1520
23973,Cristiano Felicio,2012,NA,1521
23974,Salah Mejri,2012,NA,1522
23975,Maurice Ndour,2012,NA,1523
23976,Branden Dawson,2012,NA,1524
23977,Marcelo Huertas,2012,NA,1525
23978,Anthony Brown,2012,NA,1526
23979,Michael Frazier,2012,NA,1527
23980,Josh Richardson,2012,NA,1528
23981,TJ McConnell,2012,NA,1529
23982,Cliff Alexander,2012,NA,1530
23983,Luis Montero,2012,NA,1531
23984,Duje Dukan,2012,NA,1532
23985,Jonathon Simmons,2012,NA,1533
23986,Treveon Graham,2012,NA,1534
23987,Christian Wood,2012,NA,1535
23988,Scottie Wilbekin,2012,NA,1536
23989,Jordan McRae,2012,NA,1537
23990,Xavier Munford,2012,NA,1538
23991,Alan Williams,2012,NA,1539
23992,Jonathan Holmes,2012,NA,1540
23993,Alex Stepheson,2012,NA,1541
23994,Axel Toupane,2012,NA,1542
23995,Bryce Dejean-Jones,2012,NA,1543
23996,Keith Appling,2012,NA,1544
23997,Coty Clarke,2012,NA,1545
23998,Briante Weber,2012,NA,1546
23999,Thanasis Antetokounmpo,2012,NA,1547
24000,JJ O'Brien,2012,NA,1548
24001,John Holland,2012,NA,1549
24002,Alex Abrines,2012,NA,1550
24003,Ben Simmons,2012,NA,1551
24004,Brandon Ingram,2012,NA,1552
24005,Jaylen Brown,2012,NA,1553
24006,Dragan Bender,2012,NA,1554
24007,Kris Dunn,2012,NA,1555
24008,Buddy Hield,2012,NA,1556
24009,Jamal Murray,2012,NA,1557
24010,Marquese Chriss,2012,NA,1558
24011,Mindaugas Kuzminskas,2012,NA,1559
24012,Tomas Satoransky,2012,NA,1560
24013,Jakob Poeltl,2012,NA,1561
24014,Thon Maker,2012,NA,1562
24015,Malcolm Delaney,2012,NA,1563
24016,Domantas Sabonis,2012,NA,1564
24017,Taurean Prince,2012,NA,1565
24018,Dario Saric,2012,NA,1566
24019,Georgios Papagiannis,2012,NA,1567
24020,Denzel Valentine,2012,NA,1568
24021,Juan Hernangomez,2012,NA,1569
24022,Wade Baldwin,2012,NA,1570
24023,Henry Ellenson,2012,NA,1571
24024,Malik Beasley,2012,NA,1572
24025,Caris LeVert,2012,NA,1573
